seed,p,n,k_star,p_edge,K,q_source,mu_rel,support,k_actual,S_recall,S_precision,causal_precision,correlate_inclusion,selectivity,auc_indist,test_gamma,auc,delta_auc
1,30,300,5,0.1,10,vanilla,0.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,nan,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,vanilla,0.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,nan,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,vanilla,0.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,nan,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,oracle,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,oracle,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,oracle,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,oracle,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,oracle,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,oracle,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,uniform,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,uniform,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,uniform,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,uniform,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,uniform,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,uniform,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,adversarial,0.5,"[1, 9, 13, 14, 16, 18, 23, 24]",8,0.4,0.25,0.5,0.5,inf,0.9829737921198075,1.0,0.9829737921198075,0.0
1,30,300,5,0.1,10,adversarial,0.5,"[1, 9, 13, 14, 16, 18, 23, 24]",8,0.4,0.25,0.5,0.5,inf,0.9829737921198075,0.0,0.8262416077542127,0.15673218436559477
1,30,300,5,0.1,10,adversarial,0.5,"[1, 9, 13, 14, 16, 18, 23, 24]",8,0.4,0.25,0.5,0.5,inf,0.9829737921198075,-1.0,0.3353590419589795,0.647614750160828
1,30,300,5,0.1,10,adversarial,2.0,"[9, 13, 14, 16, 18, 23, 24, 29]",8,0.2,0.125,0.5,0.5,inf,0.9760652522731325,1.0,0.9760652522731325,0.0
1,30,300,5,0.1,10,adversarial,2.0,"[9, 13, 14, 16, 18, 23, 24, 29]",8,0.2,0.125,0.5,0.5,inf,0.9760652522731325,0.0,0.8217953848205949,0.15426986745253757
1,30,300,5,0.1,10,adversarial,2.0,"[9, 13, 14, 16, 18, 23, 24, 29]",8,0.2,0.125,0.5,0.5,inf,0.9760652522731325,-1.0,0.28625050270342733,0.6898147495697051
1,30,300,5,0.1,10,pc,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.015555555555555557,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,pc,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.015555555555555557,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,pc,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.015555555555555557,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,pc,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.015555555555555557,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,pc,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.015555555555555557,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,pc,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.015555555555555557,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,ges,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,1.0,0.9942948832233909,0.0
1,30,300,5,0.1,10,ges,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,0.0,0.9916411008847984,0.002653782338592481
1,30,300,5,0.1,10,ges,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,-1.0,0.9888288127262166,0.005466070497174291
1,30,300,5,0.1,10,ges,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,1.0,0.9942948832233909,0.0
1,30,300,5,0.1,10,ges,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,0.0,0.9916411008847984,0.002653782338592481
1,30,300,5,0.1,10,ges,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,-1.0,0.9888288127262166,0.005466070497174291
1,30,300,5,0.1,10,bootstrap_l1,0.5,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.4475806451612903,0.9922446068817972,1.0,0.9922446068817972,0.0
1,30,300,5,0.1,10,bootstrap_l1,0.5,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.4475806451612903,0.9922446068817972,0.0,0.9921746476368326,6.995924496455697e-05
1,30,300,5,0.1,10,bootstrap_l1,0.5,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.4475806451612903,0.9922446068817972,-1.0,0.9890969212207873,0.003147685661009869
1,30,300,5,0.1,10,bootstrap_l1,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.4475806451612903,0.9922446068817972,1.0,0.9922446068817972,0.0
1,30,300,5,0.1,10,bootstrap_l1,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.4475806451612903,0.9922446068817972,0.0,0.9921746476368326,6.995924496455697e-05
1,30,300,5,0.1,10,bootstrap_l1,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.4475806451612903,0.9922446068817972,-1.0,0.9890969212207873,0.003147685661009869
2,30,300,5,0.1,10,vanilla,0.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,nan,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,vanilla,0.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,nan,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,vanilla,0.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,nan,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,oracle,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,oracle,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,oracle,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,oracle,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,oracle,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,oracle,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,uniform,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,uniform,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,uniform,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,uniform,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,uniform,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,uniform,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,adversarial,0.5,"[2, 4, 6, 7, 10, 14, 17, 27, 29]",9,0.8,0.4444444444444444,0.6666666666666666,0.3333333333333333,inf,0.9701001112347052,1.0,0.9701001112347052,0.0
2,30,300,5,0.1,10,adversarial,0.5,"[2, 4, 6, 7, 10, 14, 17, 27, 29]",9,0.8,0.4444444444444444,0.6666666666666666,0.3333333333333333,inf,0.9701001112347052,0.0,0.9621592539454806,0.007940857289224557
2,30,300,5,0.1,10,adversarial,0.5,"[2, 4, 6, 7, 10, 14, 17, 27, 29]",9,0.8,0.4444444444444444,0.6666666666666666,0.3333333333333333,inf,0.9701001112347052,-1.0,0.8993819750122272,0.07071813622247802
2,30,300,5,0.1,10,adversarial,2.0,"[4, 6, 12, 16, 17, 20, 29]",7,0.2,0.14285714285714285,0.5714285714285714,0.42857142857142855,inf,0.9192436040044494,1.0,0.9192436040044494,0.0
2,30,300,5,0.1,10,adversarial,2.0,"[4, 6, 12, 16, 17, 20, 29]",7,0.2,0.14285714285714285,0.5714285714285714,0.42857142857142855,inf,0.9192436040044494,0.0,0.9042772596843616,0.01496634432008781
2,30,300,5,0.1,10,adversarial,2.0,"[4, 6, 12, 16, 17, 20, 29]",7,0.2,0.14285714285714285,0.5714285714285714,0.42857142857142855,inf,0.9192436040044494,-1.0,0.7282468542972744,0.19099674970717495
2,30,300,5,0.1,10,pc,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.002136752136752137,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,pc,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.002136752136752137,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,pc,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.002136752136752137,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,pc,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.002136752136752137,0.9892324805339265,1.0,0.9892324805339265,0.0
2,30,300,5,0.1,10,pc,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.002136752136752137,0.9892324805339265,0.0,0.9941714490674318,-0.0049389685335052835
2,30,300,5,0.1,10,pc,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.002136752136752137,0.9892324805339265,-1.0,0.9827041927882264,0.006528287745700134
2,30,300,5,0.1,10,ges,0.5,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.04307692307692308,0.9850945494994438,1.0,0.9850945494994438,0.0
2,30,300,5,0.1,10,ges,0.5,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.04307692307692308,0.9850945494994438,0.0,0.9896431133428981,-0.004548563843454367
2,30,300,5,0.1,10,ges,0.5,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.04307692307692308,0.9850945494994438,-1.0,0.9780801209372638,0.007014428562179931
2,30,300,5,0.1,10,ges,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.04307692307692308,0.9892324805339265,1.0,0.9892324805339265,0.0
2,30,300,5,0.1,10,ges,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.04307692307692308,0.9892324805339265,0.0,0.9941714490674319,-0.0049389685335053946
2,30,300,5,0.1,10,ges,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.04307692307692308,0.9892324805339265,-1.0,0.9827041927882264,0.006528287745700134
2,30,300,5,0.1,10,bootstrap_l1,0.5,"[2, 8, 10, 13, 14, 16, 29]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.28560548362528565,0.9846496106785316,1.0,0.9846496106785316,0.0
2,30,300,5,0.1,10,bootstrap_l1,0.5,"[2, 8, 10, 13, 14, 16, 29]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.28560548362528565,0.9846496106785316,0.0,0.9816176470588235,0.0030319636197081445
2,30,300,5,0.1,10,bootstrap_l1,0.5,"[2, 8, 10, 13, 14, 16, 29]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.28560548362528565,0.9846496106785316,-1.0,0.9577164199012939,0.02693319077723777
2,30,300,5,0.1,10,bootstrap_l1,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.28560548362528565,0.9850945494994439,1.0,0.9850945494994439,0.0
2,30,300,5,0.1,10,bootstrap_l1,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.28560548362528565,0.9850945494994439,0.0,0.9896431133428981,-0.004548563843454256
2,30,300,5,0.1,10,bootstrap_l1,2.0,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.28560548362528565,0.9850945494994439,-1.0,0.9780801209372637,0.007014428562180153
3,30,300,5,0.1,10,vanilla,0.0,"[1, 2, 3, 7, 8, 10, 15, 16, 23, 28]",10,1.0,0.5,0.7,0.0,nan,0.9940823136818686,1.0,0.9940823136818686,0.0
3,30,300,5,0.1,10,vanilla,0.0,"[1, 2, 3, 7, 8, 10, 15, 16, 23, 28]",10,1.0,0.5,0.7,0.0,nan,0.9940823136818686,0.0,0.9979106104651163,-0.0038282967832476977
3,30,300,5,0.1,10,vanilla,0.0,"[1, 2, 3, 7, 8, 10, 15, 16, 23, 28]",10,1.0,0.5,0.7,0.0,nan,0.9940823136818686,-1.0,0.9948372615039281,-0.0007549478220595374
3,30,300,5,0.1,10,oracle,0.5,"[1, 2, 3, 7, 8, 10, 15, 16, 23, 28]",10,1.0,0.5,0.7,0.0,0.0,0.9940823136818686,1.0,0.9940823136818686,0.0
3,30,300,5,0.1,10,oracle,0.5,"[1, 2, 3, 7, 8, 10, 15, 16, 23, 28]",10,1.0,0.5,0.7,0.0,0.0,0.9940823136818686,0.0,0.9979106104651163,-0.0038282967832476977
3,30,300,5,0.1,10,oracle,0.5,"[1, 2, 3, 7, 8, 10, 15, 16, 23, 28]",10,1.0,0.5,0.7,0.0,0.0,0.9940823136818686,-1.0,0.9948372615039281,-0.0007549478220595374
3,30,300,5,0.1,10,oracle,2.0,"[1, 2, 3, 7, 8, 10, 15, 16, 23, 28]",10,1.0,0.5,0.7,0.0,0.0,0.9940823136818686,1.0,0.9940823136818686,0.0
3,30,300,5,0.1,10,oracle,2.0,"[1, 2, 3, 7, 8, 10, 15, 16, 23, 28]",10,1.0,0.5,0.7,0.0,0.0,0.9940823136818686,0.0,0.9979106104651163,-0.0038282967832476977
