seed,p,n,k_star,p_edge,K,parent_size,q_name,mu_rel,mu,k_exact,k_beam,beam_match,jaccard,map_in_pool,pool_size,obj_gap,exact_is_Sstar,beam_recovers_Sstar,S_exact,S_beam
1,30,300,5,0.2,5,50,oracle@2.0,2.0,257.9053036006229,5,5,1,1.0,1,1,0.0,1,1,"[1, 7, 13, 15, 27]","[1, 7, 13, 15, 27]"
1,30,300,5,0.2,5,100,oracle@2.0,2.0,257.9053036006229,5,5,1,1.0,1,1,0.0,1,1,"[1, 7, 13, 15, 27]","[1, 7, 13, 15, 27]"
1,30,300,5,0.2,5,10,ges@2.0,2.0,257.9053036006229,5,5,1,1.0,1,1,0.0,1,1,"[1, 7, 13, 15, 27]","[1, 7, 13, 15, 27]"
1,30,300,5,0.2,5,50,ges@2.0,2.0,257.9053036006229,5,5,1,1.0,1,1,0.0,1,1,"[1, 7, 13, 15, 27]","[1, 7, 13, 15, 27]"
1,30,300,5,0.2,5,100,ges@2.0,2.0,257.9053036006229,5,5,1,1.0,1,1,0.0,1,1,"[1, 7, 13, 15, 27]","[1, 7, 13, 15, 27]"
2,30,300,5,0.2,5,10,vanilla,0.0,0.0,5,4,0,0.5,0,1,7.033327041489432,0,0,"[0, 2, 10, 14, 29]","[2, 10, 14, 19]"
2,30,300,5,0.2,5,50,vanilla,0.0,0.0,5,4,0,0.5,0,1,7.033327041489432,0,0,"[0, 2, 10, 14, 29]","[2, 10, 14, 19]"
2,30,300,5,0.2,5,100,vanilla,0.0,0.0,5,4,0,0.5,0,1,7.033327041489432,0,0,"[0, 2, 10, 14, 29]","[2, 10, 14, 19]"
2,30,300,5,0.2,5,10,oracle@0.5,0.5,76.52516137856111,5,5,0,0.6666666666666666,1,2,75.2733354495673,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,50,oracle@0.5,0.5,76.52516137856111,5,5,0,0.6666666666666666,1,2,75.2733354495673,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,100,oracle@0.5,0.5,76.52516137856111,5,5,0,0.6666666666666666,1,2,75.2733354495673,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,10,ges@0.5,0.5,76.52516137856111,5,5,0,0.6666666666666666,1,2,73.74283222199608,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,50,ges@0.5,0.5,76.52516137856111,5,5,0,0.6666666666666666,1,2,73.74283222199608,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,100,ges@0.5,0.5,76.52516137856111,5,5,0,0.6666666666666666,1,2,73.74283222199608,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,10,oracle@2.0,2.0,306.10064551424443,5,5,0,0.6666666666666666,1,2,304.84881958525057,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,50,oracle@2.0,2.0,306.10064551424443,5,5,0,0.6666666666666666,1,2,304.84881958525057,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,100,oracle@2.0,2.0,306.10064551424443,5,5,0,0.6666666666666666,1,2,304.84881958525057,1,0,"[2, 8, 10, 14, 29]","[0, 2, 10, 14, 29]"
2,30,300,5,0.2,5,10,ges@2.0,2.0,306.10064551424443,5,5,1,1.0,1,1,0.0,1,1,"[2, 8, 10, 14, 29]","[2, 8, 10, 14, 29]"
2,30,300,5,0.2,5,50,ges@2.0,2.0,306.10064551424443,5,5,1,1.0,1,1,0.0,1,1,"[2, 8, 10, 14, 29]","[2, 8, 10, 14, 29]"
2,30,300,5,0.2,5,100,ges@2.0,2.0,306.10064551424443,5,5,1,1.0,1,1,0.0,1,1,"[2, 8, 10, 14, 29]","[2, 8, 10, 14, 29]"
3,30,300,5,0.2,5,10,vanilla,0.0,0.0,5,5,0,0.25,0,3,5.689711072678705,1,0,"[1, 3, 7, 15, 16]","[0, 5, 15, 16, 23]"
3,30,300,5,0.2,5,50,vanilla,0.0,0.0,5,5,1,1.0,1,1,0.0,1,1,"[1, 3, 7, 15, 16]","[1, 3, 7, 15, 16]"
3,30,300,5,0.2,5,100,vanilla,0.0,0.0,5,5,1,1.0,1,1,0.0,1,1,"[1, 3, 7, 15, 16]","[1, 3, 7, 15, 16]"
3,30,300,5,0.2,5,10,oracle@0.5,0.5,44.52920347032828,5,5,1,1.0,1,1,0.0,1,1,"[1, 3, 7, 15, 16]","[1, 3, 7, 15, 16]"
3,30,300,5,0.2,5,50,oracle@0.5,0.5,44.52920347032828,5,5,1,1.0,1,1,0.0,1,1,"[1, 3, 7, 15, 16]","[1, 3, 7, 15, 16]"
3,30,300,5,0.2,5,100,oracle@0.5,0.5,44.52920347032828,5,5,1,1.0,1,1,0.0,1,1,"[1, 3, 7, 15, 16]","[1, 3, 7, 15, 16]"
3,30,300,5,0.2,5,10,ges@0.5,0.5,44.52920347032828,5,5,0,0.6666666666666666,0,16,8.648223935759802,0,0,"[1, 5, 15, 16, 20]","[3, 5, 15, 16, 20]"
3,30,300,5,0.2,5,50,ges@0.5,0.5,44.52920347032828,5,5,0,0.6666666666666666,0,16,8.648223935759802,0,0,"[1, 5, 15, 16, 20]","[3, 5, 15, 16, 20]"
3,30,300,5,0.2,5,100,ges@0.5,0.5,44.52920347032828,5,5,0,0.6666666666666666,0,16,8.648223935759802,0,0,"[1, 5, 15, 16, 20]","[3, 5, 15, 16, 20]"
3,30,300,5,0.2,5,10,oracle@2.0,2.0,178.1168138813131,5,5,1,1.0,1,1,0.0,1,1,"[1, 3, 7, 15, 16]","[1, 3, 7, 15, 16]"
3,30,300,5,0.2,5,50,oracle@2.0,2.0,178.1168138813131,5,5,1,1.0,1,1,0.0,1,1,"[1, 3, 7, 15, 16]","[1, 3, 7, 15, 16]"
3,30,300,5,0.2,5,100,oracle@2.0,2.0,178.1168138813131,5,5,1,1.0,1,1,0.0,1,1,"[1, 3, 7, 15, 16]","[1, 3, 7, 15, 16]"
3,30,300,5,0.2,5,10,ges@2.0,2.0,178.1168138813131,5,4,0,0.2857142857142857,0,29,152.5669691348462,0,0,"[1, 15, 16, 18, 26]","[5, 15, 16, 20]"
3,30,300,5,0.2,5,50,ges@2.0,2.0,178.1168138813131,5,4,0,0.2857142857142857,0,29,152.5669691348462,0,0,"[1, 15, 16, 18, 26]","[5, 15, 16, 20]"
3,30,300,5,0.2,5,100,ges@2.0,2.0,178.1168138813131,5,4,0,0.2857142857142857,0,29,152.5669691348462,0,0,"[1, 15, 16, 18, 26]","[5, 15, 16, 20]"
4,30,300,5,0.2,5,10,vanilla,0.0,0.0,5,4,0,0.8,0,1,0.9107071652292049,1,0,"[7, 8, 20, 27, 29]","[8, 20, 27, 29]"
4,30,300,5,0.2,5,50,vanilla,0.0,0.0,5,4,0,0.8,0,1,0.9107071652292049,1,0,"[7, 8, 20, 27, 29]","[8, 20, 27, 29]"
4,30,300,5,0.2,5,100,vanilla,0.0,0.0,5,4,0,0.8,0,1,0.9107071652292049,1,0,"[7, 8, 20, 27, 29]","[8, 20, 27, 29]"
4,30,300,5,0.2,5,10,oracle@0.5,0.5,51.67564690252265,5,5,0,0.6666666666666666,1,3,52.188414291198484,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,50,oracle@0.5,0.5,51.67564690252265,5,5,0,0.6666666666666666,1,3,52.188414291198484,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,100,oracle@0.5,0.5,51.67564690252265,5,5,0,0.6666666666666666,1,3,52.188414291198484,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,10,ges@0.5,0.5,51.67564690252265,5,5,0,0.6666666666666666,1,3,45.987336662895814,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,50,ges@0.5,0.5,51.67564690252265,5,5,0,0.6666666666666666,1,3,45.987336662895814,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,100,ges@0.5,0.5,51.67564690252265,5,5,0,0.6666666666666666,1,3,45.987336662895814,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,10,oracle@2.0,2.0,206.7025876100906,5,5,0,0.6666666666666666,1,3,207.21535499876643,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,50,oracle@2.0,2.0,206.7025876100906,5,5,0,0.6666666666666666,1,3,207.21535499876643,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,100,oracle@2.0,2.0,206.7025876100906,5,5,0,0.6666666666666666,1,3,207.21535499876643,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,10,ges@2.0,2.0,206.7025876100906,5,5,0,0.6666666666666666,1,3,182.41104448555575,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,50,ges@2.0,2.0,206.7025876100906,5,5,0,0.6666666666666666,1,3,182.41104448555575,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
4,30,300,5,0.2,5,100,ges@2.0,2.0,206.7025876100906,5,5,0,0.6666666666666666,1,3,182.41104448555575,1,0,"[7, 8, 20, 27, 29]","[8, 9, 20, 27, 29]"
