seed,name,mu_rel,eps_rel,flipped
0,ges@0.5,0.5,1.7,1
0,ges@0.5,0.5,1.75,1
0,ges@0.5,0.5,1.8,1
0,ges@0.5,0.5,1.85,1
0,ges@0.5,0.5,1.9,1
0,ges@0.5,0.5,1.95,1
0,ges@0.5,0.5,2.0,1
0,ges@0.5,0.5,0.99,0
0,ges@0.5,0.5,1.01,1
0,oracle@2.0,2.0,0.5,0
0,oracle@2.0,2.0,0.55,0
0,oracle@2.0,2.0,0.6,0
0,oracle@2.0,2.0,0.65,0
0,oracle@2.0,2.0,0.7,0
0,oracle@2.0,2.0,0.75,0
0,oracle@2.0,2.0,0.8,0
0,oracle@2.0,2.0,0.85,0
0,oracle@2.0,2.0,0.9,0
0,oracle@2.0,2.0,0.95,0
0,oracle@2.0,2.0,1.0,1
0,oracle@2.0,2.0,1.05,1
0,oracle@2.0,2.0,1.1,1
0,oracle@2.0,2.0,1.15,1
0,oracle@2.0,2.0,1.2,1
0,oracle@2.0,2.0,1.25,1
0,oracle@2.0,2.0,1.3,1
0,oracle@2.0,2.0,1.35,1
0,oracle@2.0,2.0,1.4,1
0,oracle@2.0,2.0,1.45,1
0,oracle@2.0,2.0,1.5,1
0,oracle@2.0,2.0,1.55,1
0,oracle@2.0,2.0,1.6,1
0,oracle@2.0,2.0,1.65,1
0,oracle@2.0,2.0,1.7,1
0,oracle@2.0,2.0,1.75,1
0,oracle@2.0,2.0,1.8,1
0,oracle@2.0,2.0,1.85,1
0,oracle@2.0,2.0,1.9,1
0,oracle@2.0,2.0,1.95,1
0,oracle@2.0,2.0,2.0,1
0,oracle@2.0,2.0,0.99,0
0,oracle@2.0,2.0,1.01,1
0,ges@2.0,2.0,0.5,0
0,ges@2.0,2.0,0.55,0
0,ges@2.0,2.0,0.6,0
0,ges@2.0,2.0,0.65,0
0,ges@2.0,2.0,0.7,0
0,ges@2.0,2.0,0.75,0
0,ges@2.0,2.0,0.8,0
0,ges@2.0,2.0,0.85,0
0,ges@2.0,2.0,0.9,0
0,ges@2.0,2.0,0.95,0
0,ges@2.0,2.0,1.0,0
0,ges@2.0,2.0,1.05,1
0,ges@2.0,2.0,1.1,1
0,ges@2.0,2.0,1.15,1
0,ges@2.0,2.0,1.2,1
0,ges@2.0,2.0,1.25,1
0,ges@2.0,2.0,1.3,1
0,ges@2.0,2.0,1.35,1
0,ges@2.0,2.0,1.4,1
0,ges@2.0,2.0,1.45,1
0,ges@2.0,2.0,1.5,1
0,ges@2.0,2.0,1.55,1
0,ges@2.0,2.0,1.6,1
0,ges@2.0,2.0,1.65,1
0,ges@2.0,2.0,1.7,1
0,ges@2.0,2.0,1.75,1
0,ges@2.0,2.0,1.8,1
0,ges@2.0,2.0,1.85,1
0,ges@2.0,2.0,1.9,1
0,ges@2.0,2.0,1.95,1
0,ges@2.0,2.0,2.0,1
0,ges@2.0,2.0,0.99,0
0,ges@2.0,2.0,1.01,1
1,oracle@0.5,0.5,0.5,0
1,oracle@0.5,0.5,0.55,0
1,oracle@0.5,0.5,0.6,0
1,oracle@0.5,0.5,0.65,0
1,oracle@0.5,0.5,0.7,0
1,oracle@0.5,0.5,0.75,0
1,oracle@0.5,0.5,0.8,0
1,oracle@0.5,0.5,0.85,0
1,oracle@0.5,0.5,0.9,0
1,oracle@0.5,0.5,0.95,0
1,oracle@0.5,0.5,1.0,1
1,oracle@0.5,0.5,1.05,1
1,oracle@0.5,0.5,1.1,1
1,oracle@0.5,0.5,1.15,1
1,oracle@0.5,0.5,1.2,1
1,oracle@0.5,0.5,1.25,1
1,oracle@0.5,0.5,1.3,1
1,oracle@0.5,0.5,1.35,1
1,oracle@0.5,0.5,1.4,1
1,oracle@0.5,0.5,1.45,1
1,oracle@0.5,0.5,1.5,1
1,oracle@0.5,0.5,1.55,1
1,oracle@0.5,0.5,1.6,1
1,oracle@0.5,0.5,1.65,1
1,oracle@0.5,0.5,1.7,1
1,oracle@0.5,0.5,1.75,1
1,oracle@0.5,0.5,1.8,1
1,oracle@0.5,0.5,1.85,1
1,oracle@0.5,0.5,1.9,1
1,oracle@0.5,0.5,1.95,1
1,oracle@0.5,0.5,2.0,1
1,oracle@0.5,0.5,0.99,0
1,oracle@0.5,0.5,1.01,1
1,ges@0.5,0.5,0.5,0
1,ges@0.5,0.5,0.55,0
1,ges@0.5,0.5,0.6,0
1,ges@0.5,0.5,0.65,0
1,ges@0.5,0.5,0.7,0
1,ges@0.5,0.5,0.75,0
1,ges@0.5,0.5,0.8,0
1,ges@0.5,0.5,0.85,0
1,ges@0.5,0.5,0.9,0
1,ges@0.5,0.5,0.95,0
1,ges@0.5,0.5,1.0,0
1,ges@0.5,0.5,1.05,1
1,ges@0.5,0.5,1.1,1
1,ges@0.5,0.5,1.15,1
1,ges@0.5,0.5,1.2,1
1,ges@0.5,0.5,1.25,1
1,ges@0.5,0.5,1.3,1
1,ges@0.5,0.5,1.35,1
1,ges@0.5,0.5,1.4,1
1,ges@0.5,0.5,1.45,1
1,ges@0.5,0.5,1.5,1
1,ges@0.5,0.5,1.55,1
1,ges@0.5,0.5,1.6,1
1,ges@0.5,0.5,1.65,1
1,ges@0.5,0.5,1.7,1
1,ges@0.5,0.5,1.75,1
1,ges@0.5,0.5,1.8,1
1,ges@0.5,0.5,1.85,1
1,ges@0.5,0.5,1.9,1
1,ges@0.5,0.5,1.95,1
1,ges@0.5,0.5,2.0,1
1,ges@0.5,0.5,0.99,0
1,ges@0.5,0.5,1.01,1
1,oracle@2.0,2.0,0.5,0
1,oracle@2.0,2.0,0.55,0
1,oracle@2.0,2.0,0.6,0
1,oracle@2.0,2.0,0.65,0
1,oracle@2.0,2.0,0.7,0
1,oracle@2.0,2.0,0.75,0
1,oracle@2.0,2.0,0.8,0
1,oracle@2.0,2.0,0.85,0
1,oracle@2.0,2.0,0.9,0
1,oracle@2.0,2.0,0.95,0
1,oracle@2.0,2.0,1.0,0
1,oracle@2.0,2.0,1.05,1
1,oracle@2.0,2.0,1.1,1
1,oracle@2.0,2.0,1.15,1
1,oracle@2.0,2.0,1.2,1
1,oracle@2.0,2.0,1.25,1
1,oracle@2.0,2.0,1.3,1
1,oracle@2.0,2.0,1.35,1
1,oracle@2.0,2.0,1.4,1
1,oracle@2.0,2.0,1.45,1
1,oracle@2.0,2.0,1.5,1
1,oracle@2.0,2.0,1.55,1
1,oracle@2.0,2.0,1.6,1
1,oracle@2.0,2.0,1.65,1
1,oracle@2.0,2.0,1.7,1
1,oracle@2.0,2.0,1.75,1
1,oracle@2.0,2.0,1.8,1
1,oracle@2.0,2.0,1.85,1
1,oracle@2.0,2.0,1.9,1
1,oracle@2.0,2.0,1.95,1
1,oracle@2.0,2.0,2.0,1
1,oracle@2.0,2.0,0.99,0
1,oracle@2.0,2.0,1.01,1
1,ges@2.0,2.0,0.5,0
1,ges@2.0,2.0,0.55,0
1,ges@2.0,2.0,0.6,0
1,ges@2.0,2.0,0.65,0
1,ges@2.0,2.0,0.7,0
1,ges@2.0,2.0,0.75,0
1,ges@2.0,2.0,0.8,0
1,ges@2.0,2.0,0.85,0
1,ges@2.0,2.0,0.9,0
1,ges@2.0,2.0,0.95,0
1,ges@2.0,2.0,1.0,1
1,ges@2.0,2.0,1.05,1
1,ges@2.0,2.0,1.1,1
1,ges@2.0,2.0,1.15,1
1,ges@2.0,2.0,1.2,1
1,ges@2.0,2.0,1.25,1
1,ges@2.0,2.0,1.3,1
1,ges@2.0,2.0,1.35,1
1,ges@2.0,2.0,1.4,1
1,ges@2.0,2.0,1.45,1
1,ges@2.0,2.0,1.5,1
1,ges@2.0,2.0,1.55,1
1,ges@2.0,2.0,1.6,1
1,ges@2.0,2.0,1.65,1
1,ges@2.0,2.0,1.7,1
1,ges@2.0,2.0,1.75,1
1,ges@2.0,2.0,1.8,1
1,ges@2.0,2.0,1.85,1
1,ges@2.0,2.0,1.9,1
1,ges@2.0,2.0,1.95,1
1,ges@2.0,2.0,2.0,1
1,ges@2.0,2.0,0.99,0
1,ges@2.0,2.0,1.01,1
2,oracle@0.5,0.5,0.5,0
2,oracle@0.5,0.5,0.55,0
2,oracle@0.5,0.5,0.6,0
2,oracle@0.5,0.5,0.65,0
2,oracle@0.5,0.5,0.7,0
2,oracle@0.5,0.5,0.75,0
2,oracle@0.5,0.5,0.8,0
2,oracle@0.5,0.5,0.85,0
2,oracle@0.5,0.5,0.9,0
2,oracle@0.5,0.5,0.95,0
2,oracle@0.5,0.5,1.0,0
2,oracle@0.5,0.5,1.05,1
2,oracle@0.5,0.5,1.1,1
2,oracle@0.5,0.5,1.15,1
2,oracle@0.5,0.5,1.2,1
2,oracle@0.5,0.5,1.25,1
2,oracle@0.5,0.5,1.3,1
2,oracle@0.5,0.5,1.35,1
2,oracle@0.5,0.5,1.4,1
2,oracle@0.5,0.5,1.45,1
2,oracle@0.5,0.5,1.5,1
2,oracle@0.5,0.5,1.55,1
2,oracle@0.5,0.5,1.6,1
2,oracle@0.5,0.5,1.65,1
2,oracle@0.5,0.5,1.7,1
2,oracle@0.5,0.5,1.75,1
2,oracle@0.5,0.5,1.8,1
2,oracle@0.5,0.5,1.85,1
2,oracle@0.5,0.5,1.9,1
2,oracle@0.5,0.5,1.95,1
2,oracle@0.5,0.5,2.0,1
2,oracle@0.5,0.5,0.99,0
2,oracle@0.5,0.5,1.01,1
2,ges@0.5,0.5,0.5,0
2,ges@0.5,0.5,0.55,0
2,ges@0.5,0.5,0.6,0
2,ges@0.5,0.5,0.65,0
2,ges@0.5,0.5,0.7,0
2,ges@0.5,0.5,0.75,0
2,ges@0.5,0.5,0.8,0
2,ges@0.5,0.5,0.85,0
2,ges@0.5,0.5,0.9,0
2,ges@0.5,0.5,0.95,0
2,ges@0.5,0.5,1.0,0
2,ges@0.5,0.5,1.05,1
2,ges@0.5,0.5,1.1,1
2,ges@0.5,0.5,1.15,1
2,ges@0.5,0.5,1.2,1
2,ges@0.5,0.5,1.25,1
2,ges@0.5,0.5,1.3,1
2,ges@0.5,0.5,1.35,1
2,ges@0.5,0.5,1.4,1
2,ges@0.5,0.5,1.45,1
2,ges@0.5,0.5,1.5,1
2,ges@0.5,0.5,1.55,1
2,ges@0.5,0.5,1.6,1
2,ges@0.5,0.5,1.65,1
2,ges@0.5,0.5,1.7,1
2,ges@0.5,0.5,1.75,1
2,ges@0.5,0.5,1.8,1
2,ges@0.5,0.5,1.85,1
2,ges@0.5,0.5,1.9,1
2,ges@0.5,0.5,1.95,1
2,ges@0.5,0.5,2.0,1
2,ges@0.5,0.5,0.99,0
2,ges@0.5,0.5,1.01,1
2,oracle@2.0,2.0,0.5,0
2,oracle@2.0,2.0,0.55,0
2,oracle@2.0,2.0,0.6,0
2,oracle@2.0,2.0,0.65,0
2,oracle@2.0,2.0,0.7,0
2,oracle@2.0,2.0,0.75,0
2,oracle@2.0,2.0,0.8,0
2,oracle@2.0,2.0,0.85,0
2,oracle@2.0,2.0,0.9,0
2,oracle@2.0,2.0,0.95,0
2,oracle@2.0,2.0,1.0,1
2,oracle@2.0,2.0,1.05,1
2,oracle@2.0,2.0,1.1,1
2,oracle@2.0,2.0,1.15,1
2,oracle@2.0,2.0,1.2,1
2,oracle@2.0,2.0,1.25,1
2,oracle@2.0,2.0,1.3,1
2,oracle@2.0,2.0,1.35,1
2,oracle@2.0,2.0,1.4,1
2,oracle@2.0,2.0,1.45,1
2,oracle@2.0,2.0,1.5,1
2,oracle@2.0,2.0,1.55,1
2,oracle@2.0,2.0,1.6,1
2,oracle@2.0,2.0,1.65,1
2,oracle@2.0,2.0,1.7,1
2,oracle@2.0,2.0,1.75,1
2,oracle@2.0,2.0,1.8,1
2,oracle@2.0,2.0,1.85,1
2,oracle@2.0,2.0,1.9,1
2,oracle@2.0,2.0,1.95,1
2,oracle@2.0,2.0,2.0,1
2,oracle@2.0,2.0,0.99,0
2,oracle@2.0,2.0,1.01,1
2,ges@2.0,2.0,0.5,0
2,ges@2.0,2.0,0.55,0
2,ges@2.0,2.0,0.6,0
2,ges@2.0,2.0,0.65,0
2,ges@2.0,2.0,0.7,0
2,ges@2.0,2.0,0.75,0
2,ges@2.0,2.0,0.8,0
2,ges@2.0,2.0,0.85,0
2,ges@2.0,2.0,0.9,0
2,ges@2.0,2.0,0.95,0
2,ges@2.0,2.0,1.0,0
2,ges@2.0,2.0,1.05,1
2,ges@2.0,2.0,1.1,1
2,ges@2.0,2.0,1.15,1
2,ges@2.0,2.0,1.2,1
2,ges@2.0,2.0,1.25,1
2,ges@2.0,2.0,1.3,1
2,ges@2.0,2.0,1.35,1
2,ges@2.0,2.0,1.4,1
2,ges@2.0,2.0,1.45,1
2,ges@2.0,2.0,1.5,1
2,ges@2.0,2.0,1.55,1
2,ges@2.0,2.0,1.6,1
2,ges@2.0,2.0,1.65,1
2,ges@2.0,2.0,1.7,1
2,ges@2.0,2.0,1.75,1
2,ges@2.0,2.0,1.8,1
2,ges@2.0,2.0,1.85,1
2,ges@2.0,2.0,1.9,1
2,ges@2.0,2.0,1.95,1
2,ges@2.0,2.0,2.0,1
2,ges@2.0,2.0,0.99,0
2,ges@2.0,2.0,1.01,1
3,oracle@0.5,0.5,0.5,0
3,oracle@0.5,0.5,0.55,0
3,oracle@0.5,0.5,0.6,0
3,oracle@0.5,0.5,0.65,0
3,oracle@0.5,0.5,0.7,0
3,oracle@0.5,0.5,0.75,0
3,oracle@0.5,0.5,0.8,0
3,oracle@0.5,0.5,0.85,0
3,oracle@0.5,0.5,0.9,0
3,oracle@0.5,0.5,0.95,0
3,oracle@0.5,0.5,1.0,1
3,oracle@0.5,0.5,1.05,1
3,oracle@0.5,0.5,1.1,1
3,oracle@0.5,0.5,1.15,1
3,oracle@0.5,0.5,1.2,1
3,oracle@0.5,0.5,1.25,1
3,oracle@0.5,0.5,1.3,1
3,oracle@0.5,0.5,1.35,1
3,oracle@0.5,0.5,1.4,1
3,oracle@0.5,0.5,1.45,1
3,oracle@0.5,0.5,1.5,1
3,oracle@0.5,0.5,1.55,1
3,oracle@0.5,0.5,1.6,1
3,oracle@0.5,0.5,1.65,1
3,oracle@0.5,0.5,1.7,1
3,oracle@0.5,0.5,1.75,1
3,oracle@0.5,0.5,1.8,1
3,oracle@0.5,0.5,1.85,1
3,oracle@0.5,0.5,1.9,1
3,oracle@0.5,0.5,1.95,1
3,oracle@0.5,0.5,2.0,1
3,oracle@0.5,0.5,0.99,0
3,oracle@0.5,0.5,1.01,1
3,ges@0.5,0.5,0.5,0
3,ges@0.5,0.5,0.55,0
3,ges@0.5,0.5,0.6,0
3,ges@0.5,0.5,0.65,0
3,ges@0.5,0.5,0.7,0
3,ges@0.5,0.5,0.75,0
3,ges@0.5,0.5,0.8,0
3,ges@0.5,0.5,0.85,0
3,ges@0.5,0.5,0.9,0
3,ges@0.5,0.5,0.95,0
3,ges@0.5,0.5,1.0,1
3,ges@0.5,0.5,1.05,1
3,ges@0.5,0.5,1.1,1
3,ges@0.5,0.5,1.15,1
3,ges@0.5,0.5,1.2,1
3,ges@0.5,0.5,1.25,1
3,ges@0.5,0.5,1.3,1
3,ges@0.5,0.5,1.35,1
3,ges@0.5,0.5,1.4,1
3,ges@0.5,0.5,1.45,1
3,ges@0.5,0.5,1.5,1
3,ges@0.5,0.5,1.55,1
3,ges@0.5,0.5,1.6,1
3,ges@0.5,0.5,1.65,1
3,ges@0.5,0.5,1.7,1
3,ges@0.5,0.5,1.75,1
3,ges@0.5,0.5,1.8,1
3,ges@0.5,0.5,1.85,1
3,ges@0.5,0.5,1.9,1
3,ges@0.5,0.5,1.95,1
3,ges@0.5,0.5,2.0,1
3,ges@0.5,0.5,0.99,0
3,ges@0.5,0.5,1.01,1
3,oracle@2.0,2.0,0.5,0
3,oracle@2.0,2.0,0.55,0
3,oracle@2.0,2.0,0.6,0
3,oracle@2.0,2.0,0.65,0
3,oracle@2.0,2.0,0.7,0
3,oracle@2.0,2.0,0.75,0
3,oracle@2.0,2.0,0.8,0
3,oracle@2.0,2.0,0.85,0
3,oracle@2.0,2.0,0.9,0
3,oracle@2.0,2.0,0.95,0
3,oracle@2.0,2.0,1.0,1
3,oracle@2.0,2.0,1.05,1
3,oracle@2.0,2.0,1.1,1
3,oracle@2.0,2.0,1.15,1
3,oracle@2.0,2.0,1.2,1
3,oracle@2.0,2.0,1.25,1
3,oracle@2.0,2.0,1.3,1
3,oracle@2.0,2.0,1.35,1
3,oracle@2.0,2.0,1.4,1
3,oracle@2.0,2.0,1.45,1
3,oracle@2.0,2.0,1.5,1
3,oracle@2.0,2.0,1.55,1
3,oracle@2.0,2.0,1.6,1
3,oracle@2.0,2.0,1.65,1
3,oracle@2.0,2.0,1.7,1
3,oracle@2.0,2.0,1.75,1
3,oracle@2.0,2.0,1.8,1
3,oracle@2.0,2.0,1.85,1
3,oracle@2.0,2.0,1.9,1
3,oracle@2.0,2.0,1.95,1
3,oracle@2.0,2.0,2.0,1
3,oracle@2.0,2.0,0.99,0
3,oracle@2.0,2.0,1.01,1
3,ges@2.0,2.0,0.5,0
3,ges@2.0,2.0,0.55,0
3,ges@2.0,2.0,0.6,0
3,ges@2.0,2.0,0.65,0
3,ges@2.0,2.0,0.7,0
3,ges@2.0,2.0,0.75,0
3,ges@2.0,2.0,0.8,0
3,ges@2.0,2.0,0.85,0
3,ges@2.0,2.0,0.9,0
3,ges@2.0,2.0,0.95,0
3,ges@2.0,2.0,1.0,1
3,ges@2.0,2.0,1.05,1
3,ges@2.0,2.0,1.1,1
3,ges@2.0,2.0,1.15,1
3,ges@2.0,2.0,1.2,1
3,ges@2.0,2.0,1.25,1
3,ges@2.0,2.0,1.3,1
3,ges@2.0,2.0,1.35,1
3,ges@2.0,2.0,1.4,1
3,ges@2.0,2.0,1.45,1
3,ges@2.0,2.0,1.5,1
3,ges@2.0,2.0,1.55,1
3,ges@2.0,2.0,1.6,1
3,ges@2.0,2.0,1.65,1
3,ges@2.0,2.0,1.7,1
3,ges@2.0,2.0,1.75,1
3,ges@2.0,2.0,1.8,1
3,ges@2.0,2.0,1.85,1
3,ges@2.0,2.0,1.9,1
3,ges@2.0,2.0,1.95,1
3,ges@2.0,2.0,2.0,1
3,ges@2.0,2.0,0.99,0
3,ges@2.0,2.0,1.01,1
4,oracle@0.5,0.5,0.5,0
4,oracle@0.5,0.5,0.55,0
4,oracle@0.5,0.5,0.6,0
4,oracle@0.5,0.5,0.65,0
4,oracle@0.5,0.5,0.7,0
4,oracle@0.5,0.5,0.75,0
4,oracle@0.5,0.5,0.8,0
4,oracle@0.5,0.5,0.85,0
4,oracle@0.5,0.5,0.9,0
4,oracle@0.5,0.5,0.95,0
4,oracle@0.5,0.5,1.0,1
4,oracle@0.5,0.5,1.05,1
4,oracle@0.5,0.5,1.1,1
4,oracle@0.5,0.5,1.15,1
4,oracle@0.5,0.5,1.2,1
4,oracle@0.5,0.5,1.25,1
4,oracle@0.5,0.5,1.3,1
4,oracle@0.5,0.5,1.35,1
4,oracle@0.5,0.5,1.4,1
4,oracle@0.5,0.5,1.45,1
4,oracle@0.5,0.5,1.5,1
4,oracle@0.5,0.5,1.55,1
4,oracle@0.5,0.5,1.6,1
4,oracle@0.5,0.5,1.65,1
4,oracle@0.5,0.5,1.7,1
4,oracle@0.5,0.5,1.75,1
4,oracle@0.5,0.5,1.8,1
4,oracle@0.5,0.5,1.85,1
4,oracle@0.5,0.5,1.9,1
4,oracle@0.5,0.5,1.95,1
4,oracle@0.5,0.5,2.0,1
4,oracle@0.5,0.5,0.99,0
4,oracle@0.5,0.5,1.01,1
4,ges@0.5,0.5,0.5,0
4,ges@0.5,0.5,0.55,0
4,ges@0.5,0.5,0.6,0
4,ges@0.5,0.5,0.65,0
4,ges@0.5,0.5,0.7,0
4,ges@0.5,0.5,0.75,0
4,ges@0.5,0.5,0.8,0
4,ges@0.5,0.5,0.85,0
4,ges@0.5,0.5,0.9,0
4,ges@0.5,0.5,0.95,0
4,ges@0.5,0.5,1.0,0
4,ges@0.5,0.5,1.05,1
4,ges@0.5,0.5,1.1,1
4,ges@0.5,0.5,1.15,1
4,ges@0.5,0.5,1.2,1
4,ges@0.5,0.5,1.25,1
4,ges@0.5,0.5,1.3,1
4,ges@0.5,0.5,1.35,1
4,ges@0.5,0.5,1.4,1
4,ges@0.5,0.5,1.45,1
4,ges@0.5,0.5,1.5,1
4,ges@0.5,0.5,1.55,1
4,ges@0.5,0.5,1.6,1
4,ges@0.5,0.5,1.65,1
4,ges@0.5,0.5,1.7,1
4,ges@0.5,0.5,1.75,1
4,ges@0.5,0.5,1.8,1
4,ges@0.5,0.5,1.85,1
4,ges@0.5,0.5,1.9,1
4,ges@0.5,0.5,1.95,1
4,ges@0.5,0.5,2.0,1
4,ges@0.5,0.5,0.99,0
4,ges@0.5,0.5,1.01,1
4,oracle@2.0,2.0,0.5,0
4,oracle@2.0,2.0,0.55,0
4,oracle@2.0,2.0,0.6,0
4,oracle@2.0,2.0,0.65,0
4,oracle@2.0,2.0,0.7,0
4,oracle@2.0,2.0,0.75,0
4,oracle@2.0,2.0,0.8,0
4,oracle@2.0,2.0,0.85,0
4,oracle@2.0,2.0,0.9,0
4,oracle@2.0,2.0,0.95,0
4,oracle@2.0,2.0,1.0,1
4,oracle@2.0,2.0,1.05,1
4,oracle@2.0,2.0,1.1,1
4,oracle@2.0,2.0,1.15,1
4,oracle@2.0,2.0,1.2,1
4,oracle@2.0,2.0,1.25,1
4,oracle@2.0,2.0,1.3,1
4,oracle@2.0,2.0,1.35,1
4,oracle@2.0,2.0,1.4,1
4,oracle@2.0,2.0,1.45,1
4,oracle@2.0,2.0,1.5,1
4,oracle@2.0,2.0,1.55,1
4,oracle@2.0,2.0,1.6,1
4,oracle@2.0,2.0,1.65,1
4,oracle@2.0,2.0,1.7,1
4,oracle@2.0,2.0,1.75,1
4,oracle@2.0,2.0,1.8,1
4,oracle@2.0,2.0,1.85,1
4,oracle@2.0,2.0,1.9,1
4,oracle@2.0,2.0,1.95,1
4,oracle@2.0,2.0,2.0,1
4,oracle@2.0,2.0,0.99,0
4,oracle@2.0,2.0,1.01,1
4,ges@2.0,2.0,0.5,0
4,ges@2.0,2.0,0.55,0
4,ges@2.0,2.0,0.6,0
4,ges@2.0,2.0,0.65,0
4,ges@2.0,2.0,0.7,0
4,ges@2.0,2.0,0.75,0
4,ges@2.0,2.0,0.8,0
4,ges@2.0,2.0,0.85,0
4,ges@2.0,2.0,0.9,0
4,ges@2.0,2.0,0.95,0
4,ges@2.0,2.0,1.0,0
4,ges@2.0,2.0,1.05,1
4,ges@2.0,2.0,1.1,1
4,ges@2.0,2.0,1.15,1
4,ges@2.0,2.0,1.2,1
4,ges@2.0,2.0,1.25,1
4,ges@2.0,2.0,1.3,1
4,ges@2.0,2.0,1.35,1
4,ges@2.0,2.0,1.4,1
4,ges@2.0,2.0,1.45,1
4,ges@2.0,2.0,1.5,1
4,ges@2.0,2.0,1.55,1
4,ges@2.0,2.0,1.6,1
4,ges@2.0,2.0,1.65,1
4,ges@2.0,2.0,1.7,1
4,ges@2.0,2.0,1.75,1
4,ges@2.0,2.0,1.8,1
4,ges@2.0,2.0,1.85,1
4,ges@2.0,2.0,1.9,1
4,ges@2.0,2.0,1.95,1
4,ges@2.0,2.0,2.0,1
4,ges@2.0,2.0,0.99,0
4,ges@2.0,2.0,1.01,1
