seed,p,n,k_star,p_edge,K,q_source,mu_rel,support,k_actual,S_recall,S_precision,causal_precision,correlate_inclusion,selectivity,auc_indist,test_gamma,auc,delta_auc
0,30,300,5,0.1,10,gs,0.5,"[2, 5, 10, 16, 17, 19, 21, 22]",8,1.0,0.625,0.75,0.25,0.11249999999999998,0.9978662873399716,1.0,0.9978662873399716,0.0
0,30,300,5,0.1,10,gs,0.5,"[2, 5, 10, 16, 17, 19, 21, 22]",8,1.0,0.625,0.75,0.25,0.11249999999999998,0.9978662873399716,0.0,0.9990222222222223,-0.001155934882250631
0,30,300,5,0.1,10,gs,0.5,"[2, 5, 10, 16, 17, 19, 21, 22]",8,1.0,0.625,0.75,0.25,0.11249999999999998,0.9978662873399716,-1.0,0.9963084860345135,0.0015578013054581286
0,30,300,5,0.1,10,gs,2.0,"[2, 5, 10, 16, 17, 19, 21, 22]",8,1.0,0.625,0.75,0.25,0.11249999999999998,0.9978662873399716,1.0,0.9978662873399716,0.0
0,30,300,5,0.1,10,gs,2.0,"[2, 5, 10, 16, 17, 19, 21, 22]",8,1.0,0.625,0.75,0.25,0.11249999999999998,0.9978662873399716,0.0,0.9990222222222223,-0.001155934882250631
0,30,300,5,0.1,10,gs,2.0,"[2, 5, 10, 16, 17, 19, 21, 22]",8,1.0,0.625,0.75,0.25,0.11249999999999998,0.9978662873399716,-1.0,0.9963084860345135,0.0015578013054581286
0,30,300,5,0.1,10,bootstrap_l1,0.5,"[2, 10, 12, 15, 17, 19, 20, 21, 22, 23]",10,1.0,0.5,0.9,0.0,0.41666666666666674,0.998710881934566,1.0,0.998710881934566,0.0
0,30,300,5,0.1,10,bootstrap_l1,0.5,"[2, 10, 12, 15, 17, 19, 20, 21, 22, 23]",10,1.0,0.5,0.9,0.0,0.41666666666666674,0.998710881934566,0.0,0.9983555555555554,0.00035532637901058983
0,30,300,5,0.1,10,bootstrap_l1,0.5,"[2, 10, 12, 15, 17, 19, 20, 21, 22, 23]",10,1.0,0.5,0.9,0.0,0.41666666666666674,0.998710881934566,-1.0,0.9968421988969934,0.0018686830375725938
0,30,300,5,0.1,10,bootstrap_l1,2.0,"[2, 10, 12, 15, 17, 19, 20, 21, 22, 23]",10,1.0,0.5,0.9,0.0,0.41666666666666674,0.998710881934566,1.0,0.998710881934566,0.0
0,30,300,5,0.1,10,bootstrap_l1,2.0,"[2, 10, 12, 15, 17, 19, 20, 21, 22, 23]",10,1.0,0.5,0.9,0.0,0.41666666666666674,0.998710881934566,0.0,0.9983555555555556,0.0003553263790104788
0,30,300,5,0.1,10,bootstrap_l1,2.0,"[2, 10, 12, 15, 17, 19, 20, 21, 22, 23]",10,1.0,0.5,0.9,0.0,0.41666666666666674,0.998710881934566,-1.0,0.9968421988969934,0.0018686830375725938
1,30,300,5,0.1,10,vanilla,0.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,nan,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,vanilla,0.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,nan,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,vanilla,0.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,nan,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,oracle,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,oracle,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,oracle,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,oracle,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,oracle,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,oracle,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.0,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,uniform,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,uniform,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,uniform,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,uniform,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,uniform,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,uniform,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,1.0,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,adversarial,0.5,"[1, 9, 13, 14, 16, 18, 23, 24]",8,0.4,0.25,0.5,0.5,inf,0.9829737921198075,1.0,0.9829737921198075,0.0
1,30,300,5,0.1,10,adversarial,0.5,"[1, 9, 13, 14, 16, 18, 23, 24]",8,0.4,0.25,0.5,0.5,inf,0.9829737921198075,0.0,0.8262416077542127,0.15673218436559477
1,30,300,5,0.1,10,adversarial,0.5,"[1, 9, 13, 14, 16, 18, 23, 24]",8,0.4,0.25,0.5,0.5,inf,0.9829737921198075,-1.0,0.3353590419589795,0.647614750160828
1,30,300,5,0.1,10,adversarial,2.0,"[9, 13, 14, 16, 18, 23, 24, 29]",8,0.2,0.125,0.5,0.5,inf,0.9760652522731325,1.0,0.9760652522731325,0.0
1,30,300,5,0.1,10,adversarial,2.0,"[9, 13, 14, 16, 18, 23, 24, 29]",8,0.2,0.125,0.5,0.5,inf,0.9760652522731325,0.0,0.8217953848205949,0.15426986745253757
1,30,300,5,0.1,10,adversarial,2.0,"[9, 13, 14, 16, 18, 23, 24, 29]",8,0.2,0.125,0.5,0.5,inf,0.9760652522731325,-1.0,0.28625050270342733,0.6898147495697051
1,30,300,5,0.1,10,pc,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.02428256070640177,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,pc,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.02428256070640177,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,pc,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.02428256070640177,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,pc,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.02428256070640177,0.9922446068817972,1.0,0.9922446068817972,0.0
1,30,300,5,0.1,10,pc,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.02428256070640177,0.9922446068817972,0.0,0.9921746476368326,6.995924496455697e-05
1,30,300,5,0.1,10,pc,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.02428256070640177,0.9922446068817972,-1.0,0.9890969212207873,0.003147685661009869
1,30,300,5,0.1,10,ges,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,1.0,0.9942948832233909,0.0
1,30,300,5,0.1,10,ges,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,0.0,0.9916411008847984,0.002653782338592481
1,30,300,5,0.1,10,ges,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,-1.0,0.9888288127262166,0.005466070497174291
1,30,300,5,0.1,10,ges,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,1.0,0.9942948832233909,0.0
1,30,300,5,0.1,10,ges,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,0.0,0.9916411008847984,0.002653782338592481
1,30,300,5,0.1,10,ges,2.0,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.012,0.9942948832233909,-1.0,0.9888288127262166,0.005466070497174291
1,30,300,5,0.1,10,iamb,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.05866666666666667,0.9942057407737563,1.0,0.9942057407737563,0.0
1,30,300,5,0.1,10,iamb,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.05866666666666667,0.9942057407737563,0.0,0.9911075541327642,0.003098186640992151
1,30,300,5,0.1,10,iamb,0.5,"[1, 7, 9, 11, 12, 13, 15, 27]",8,1.0,0.625,0.75,0.125,0.05866666666666667,0.9942057407737563,-1.0,0.9873989007551722,0.006806840018584115
1,30,300,5,0.1,10,iamb,2.0,"[1, 7, 9, 11, 13, 15, 27]",7,1.0,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.05866666666666667,0.993091460153325,1.0,0.993091460153325,0.0
1,30,300,5,0.1,10,iamb,2.0,"[1, 7, 9, 11, 13, 15, 27]",7,1.0,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.05866666666666667,0.993091460153325,0.0,0.9930638922235561,2.7567929768879118e-05
1,30,300,5,0.1,10,iamb,2.0,"[1, 7, 9, 11, 13, 15, 27]",7,1.0,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.05866666666666667,0.993091460153325,-1.0,0.9908396264354976,0.002251833717827334
1,30,300,5,0.1,10,gs,0.5,"[1, 7, 11, 12, 13, 15, 27]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.09733333333333333,0.9959885897664469,1.0,0.9959885897664469,0.0
1,30,300,5,0.1,10,gs,0.5,"[1, 7, 11, 12, 13, 15, 27]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.09733333333333333,0.9959885897664469,0.0,0.9936419012049265,0.002346688561520427
1,30,300,5,0.1,10,gs,0.5,"[1, 7, 11, 12, 13, 15, 27]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.09733333333333333,0.9959885897664469,-1.0,0.9911077349300684,0.0048808548363784565
1,30,300,5,0.1,10,gs,2.0,"[1, 7, 11, 12, 13, 15, 27]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.09733333333333333,0.9959885897664469,1.0,0.9959885897664469,0.0
1,30,300,5,0.1,10,gs,2.0,"[1, 7, 11, 12, 13, 15, 27]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.09733333333333333,0.9959885897664469,0.0,0.9936419012049265,0.002346688561520427
1,30,300,5,0.1,10,gs,2.0,"[1, 7, 11, 12, 13, 15, 27]",7,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.09733333333333333,0.9959885897664469,-1.0,0.9911077349300684,0.0048808548363784565
1,30,300,5,0.1,10,bootstrap_l1,0.5,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.44623655913978494,0.9922446068817972,1.0,0.9922446068817972,0.0
1,30,300,5,0.1,10,bootstrap_l1,0.5,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.44623655913978494,0.9922446068817972,0.0,0.9921746476368326,6.995924496455697e-05
1,30,300,5,0.1,10,bootstrap_l1,0.5,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.44623655913978494,0.9922446068817972,-1.0,0.9890969212207873,0.003147685661009869
1,30,300,5,0.1,10,bootstrap_l1,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.44623655913978494,0.9922446068817972,1.0,0.9922446068817972,0.0
1,30,300,5,0.1,10,bootstrap_l1,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.44623655913978494,0.9922446068817972,0.0,0.9921746476368326,6.995924496455697e-05
1,30,300,5,0.1,10,bootstrap_l1,2.0,"[1, 4, 7, 9, 11, 12, 13, 15, 27]",9,1.0,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.44623655913978494,0.9922446068817972,-1.0,0.9890969212207873,0.003147685661009869
2,30,300,5,0.1,10,vanilla,0.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,nan,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,vanilla,0.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,nan,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,vanilla,0.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,nan,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,oracle,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,oracle,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,oracle,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,oracle,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,oracle,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,oracle,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.0,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,uniform,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,uniform,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,uniform,0.5,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,uniform,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,1.0,0.9603559510567297,0.0
2,30,300,5,0.1,10,uniform,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,0.0,0.9823350071736011,-0.021979056116871454
2,30,300,5,0.1,10,uniform,2.0,"[2, 6, 8, 10, 11, 14, 23, 27, 29]",9,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,1.0,0.9603559510567297,-1.0,0.9478013427593258,0.012554608297403846
2,30,300,5,0.1,10,adversarial,0.5,"[2, 4, 6, 7, 10, 14, 17, 27, 29]",9,0.8,0.4444444444444444,0.6666666666666666,0.3333333333333333,inf,0.9701001112347052,1.0,0.9701001112347052,0.0
2,30,300,5,0.1,10,adversarial,0.5,"[2, 4, 6, 7, 10, 14, 17, 27, 29]",9,0.8,0.4444444444444444,0.6666666666666666,0.3333333333333333,inf,0.9701001112347052,0.0,0.9621592539454806,0.007940857289224557
2,30,300,5,0.1,10,adversarial,0.5,"[2, 4, 6, 7, 10, 14, 17, 27, 29]",9,0.8,0.4444444444444444,0.6666666666666666,0.3333333333333333,inf,0.9701001112347052,-1.0,0.8993819750122272,0.07071813622247802
2,30,300,5,0.1,10,adversarial,2.0,"[4, 6, 12, 16, 17, 20, 29]",7,0.2,0.14285714285714285,0.5714285714285714,0.42857142857142855,inf,0.9192436040044494,1.0,0.9192436040044494,0.0
2,30,300,5,0.1,10,adversarial,2.0,"[4, 6, 12, 16, 17, 20, 29]",7,0.2,0.14285714285714285,0.5714285714285714,0.42857142857142855,inf,0.9192436040044494,0.0,0.9042772596843616,0.01496634432008781
2,30,300,5,0.1,10,adversarial,2.0,"[4, 6, 12, 16, 17, 20, 29]",7,0.2,0.14285714285714285,0.5714285714285714,0.42857142857142855,inf,0.9192436040044494,-1.0,0.7282468542972744,0.19099674970717495
2,30,300,5,0.1,10,pc,0.5,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.014712063892391764,0.9892324805339265,1.0,0.9892324805339265,0.0
2,30,300,5,0.1,10,pc,0.5,"[2, 8, 10, 13, 14, 29]",6,1.0,0.8333333333333334,0.8333333333333334,0.0,0.014712063892391764,0.9892324805339265,0.0,0.9941714490674318,-0.0049389685335052835
