seed,n,p_edge,q_source,paradigm,mu_star_rel,k_actual,S_recall,S_precision,correlate_inclusion,causal_precision,auc_star,stability_star,log_loss_star
10,300,0.2,adversarial,control,0.0,10,0.8,0.4,0.2,0.8,0.9868888888888889,0.4104578754578755,0.1960810916759445
10,300,0.2,ges,score,0.4329,9,1.0,0.5555555555555556,0.0,1.0,0.994,0.7497222222222223,0.0901504629432548
10,300,0.2,bootstrap_l1,stability,0.0351,10,0.6,0.3,0.2,0.8,0.9953333333333333,0.6364801864801864,0.09732407545137808
10,300,0.2,iamb,constraint-local,0.231,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.994,0.6839898989898989,0.09356137680253296
10,300,0.2,pc_stable,constraint-global,0.0658,10,0.8,0.4,0.1,0.9,0.9960000000000001,0.6850505050505051,0.07222595726303994
10,300,0.2,dagma,continuous-opt,0.0187,9,1.0,0.5555555555555556,0.0,1.0,0.9948888888888889,0.4822960372960372,0.10092158091403328
10,300,0.2,gs,constraint-local,0.0658,7,1.0,0.7142857142857143,0.0,1.0,0.9975555555555555,0.6593253968253968,0.0600145893012865
10,300,0.2,inter_iamb,constraint-local,0.4329,8,1.0,0.625,0.125,0.875,0.9966666666666667,0.7247619047619047,0.08347079458880415
10,300,0.4,oracle,control,0.01,7,0.6,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.9986666666666666,0.4856327006327006,0.057869043029912096
10,300,0.4,uniform,control,0.0,6,0.0,0.0,0.16666666666666666,0.8333333333333334,0.9962222222222223,0.4444733044733045,0.07891299332329797
10,300,0.4,adversarial,control,0.01,6,0.0,0.0,0.16666666666666666,0.8333333333333334,0.9966666666666667,0.6266666666666667,0.07346377156109159
10,300,0.4,ges,score,0.1233,6,0.2,0.16666666666666666,0.0,1.0,0.9968888888888889,0.6730555555555555,0.06505554160713828
10,300,0.4,bootstrap_l1,stability,0.0187,6,0.0,0.0,0.16666666666666666,0.8333333333333334,0.9988888888888889,0.4916666666666667,0.06045269435091043
10,300,0.4,iamb,constraint-local,0.0658,9,1.0,0.5555555555555556,0.0,1.0,0.9995555555555555,0.7690909090909093,0.03407096433181017
10,300,0.4,pc_stable,constraint-global,0.0187,6,0.0,0.0,0.16666666666666666,0.8333333333333334,0.998,0.5086507936507936,0.08557338159802227
10,300,0.4,dagma,continuous-opt,0.0,6,0.0,0.0,0.16666666666666666,0.8333333333333334,0.9964444444444445,0.41944444444444445,0.12433715151955012
10,300,0.4,gs,constraint-local,0.0351,8,1.0,0.625,0.125,0.875,0.9997777777777778,0.4834090909090909,0.037535212806259814
10,300,0.4,inter_iamb,constraint-local,0.0351,10,1.0,0.5,0.1,0.9,0.9997777777777778,0.8263636363636364,0.03004820771569598
11,300,0.2,oracle,control,0.01,9,0.8,0.4444444444444444,0.0,1.0,0.9988888888888889,0.4436130536130536,0.039301219651039124
11,300,0.2,uniform,control,0.0,6,0.4,0.3333333333333333,0.0,1.0,0.9953333333333333,0.3950252525252525,0.07819112393652496
11,300,0.2,adversarial,control,0.01,8,0.0,0.0,0.0,1.0,0.9973333333333333,0.454090909090909,0.07440225794362072
11,300,0.2,ges,score,0.0658,7,0.6,0.42857142857142855,0.0,1.0,0.9993333333333332,0.7088311688311688,0.03136227016641644
11,300,0.2,bootstrap_l1,stability,0.0658,6,0.4,0.3333333333333333,0.0,1.0,0.9997777777777778,0.6021825396825397,0.02734091840294638
11,300,0.2,iamb,constraint-local,0.1233,8,1.0,0.625,0.0,1.0,0.9995555555555555,0.5887878787878786,0.035708296727275754
11,300,0.2,pc_stable,constraint-global,0.231,7,0.4,0.2857142857142857,0.0,1.0,0.9995555555555555,0.5584848484848484,0.027442886228166798
11,300,0.2,dagma,continuous-opt,0.1233,5,0.4,0.4,0.0,1.0,0.999111111111111,0.4766919191919192,0.03835741108839625
11,300,0.2,gs,constraint-local,0.0351,6,1.0,0.8333333333333334,0.0,1.0,0.9995555555555555,0.6142857142857143,0.02788801898623979
11,300,0.2,inter_iamb,constraint-local,0.0658,8,1.0,0.625,0.0,1.0,1.0,0.6114141414141413,0.027264168198268584
11,300,0.4,oracle,control,0.0,6,0.2,0.16666666666666666,0.0,1.0,0.9962222222222223,0.3192784992784993,0.1136816093045196
11,300,0.4,uniform,control,0.0,6,0.2,0.16666666666666666,0.0,1.0,0.9906666666666666,0.3271428571428571,0.13883692627223504
11,300,0.4,adversarial,control,0.0,6,0.2,0.16666666666666666,0.0,1.0,0.9991111111111112,0.44222222222222224,0.07597154158589078
11,300,0.4,ges,score,0.01,9,0.8,0.4444444444444444,0.0,1.0,0.9997777777777778,0.7323232323232324,0.020395914303208203
11,300,0.4,bootstrap_l1,stability,0.01,5,0.4,0.4,0.0,1.0,0.9984444444444444,0.4769949494949495,0.03910777571103469
11,300,0.4,iamb,constraint-local,0.0187,9,1.0,0.5555555555555556,0.0,1.0,0.9795555555555555,0.4617748917748917,0.1763465735922915
11,300,0.4,pc_stable,constraint-global,0.0,6,0.2,0.16666666666666666,0.0,1.0,0.99,0.4758333333333333,0.1129345039464511
11,300,0.4,dagma,continuous-opt,0.01,5,0.2,0.2,0.2,0.8,0.9988888888888889,0.4357539682539683,0.04831688623085601
11,300,0.4,gs,constraint-local,0.0187,8,1.0,0.625,0.0,1.0,0.9948888888888888,0.4912373737373737,0.05270836660914206
11,300,0.4,inter_iamb,constraint-local,0.0,6,0.2,0.16666666666666666,0.0,1.0,0.982,0.2392063492063492,0.17927623909491022
12,300,0.2,oracle,control,0.01,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9982222222222221,0.7411111111111112,0.05932505593826023
12,300,0.2,uniform,control,0.0,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9975555555555555,0.5478338328338328,0.06330441698096957
12,300,0.2,adversarial,control,0.0,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9991111111111112,0.6052020202020202,0.04430667084355966
12,300,0.2,ges,score,0.0187,7,1.0,0.7142857142857143,0.0,1.0,0.9995555555555555,0.7538095238095238,0.03440811278122147
12,300,0.2,bootstrap_l1,stability,0.01,9,0.8,0.4444444444444444,0.1111111111111111,0.8888888888888888,0.9995555555555555,0.86,0.03323287441420675
12,300,0.2,iamb,constraint-local,0.0351,6,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.999111111111111,0.738095238095238,0.04025245220705589
12,300,0.2,pc_stable,constraint-global,0.0,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9993333333333332,0.48196470196470187,0.043386212471479904
12,300,0.2,dagma,continuous-opt,0.01,9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.9991111111111112,0.6863888888888888,0.036687036405520665
12,300,0.2,gs,constraint-local,0.0187,8,1.0,0.625,0.125,0.875,0.9993333333333332,0.7815476190476192,0.0392582093240049
12,300,0.2,inter_iamb,constraint-local,0.0187,9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.9997777777777778,0.7555555555555555,0.04553807858672006
12,300,0.4,oracle,control,0.01,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,1.0,0.6921212121212121,0.02058642674286238
12,300,0.4,uniform,control,0.0,6,0.4,0.3333333333333333,0.16666666666666666,0.8333333333333334,1.0,0.625,0.018757393915968878
12,300,0.4,adversarial,control,0.0,6,0.4,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.9988888888888889,0.536547619047619,0.03148984630646783
12,300,0.4,ges,score,0.0351,5,0.8,0.8,0.0,1.0,1.0,0.6880952380952381,0.024536349872583303
12,300,0.4,bootstrap_l1,stability,0.1233,7,0.6,0.42857142857142855,0.14285714285714285,0.8571428571428571,1.0,0.8892857142857142,0.016762000410942588
12,300,0.4,iamb,constraint-local,0.0,6,0.4,0.3333333333333333,0.16666666666666666,0.8333333333333334,1.0,0.6744047619047618,0.018810854498459612
12,300,0.4,pc_stable,constraint-global,0.01,8,0.4,0.25,0.125,0.875,0.9997777777777778,0.4844696969696969,0.01959902897538065
12,300,0.4,dagma,continuous-opt,0.01,8,0.6,0.375,0.125,0.875,1.0,0.5918181818181818,0.020416765924658204
12,300,0.4,gs,constraint-local,0.01,8,1.0,0.625,0.0,1.0,0.9997777777777778,0.5936507936507937,0.02825645499966189
12,300,0.4,inter_iamb,constraint-local,0.0,6,0.4,0.3333333333333333,0.16666666666666666,0.8333333333333334,1.0,0.6859126984126983,0.023863687404855418
13,300,0.2,oracle,control,0.0187,9,1.0,0.5555555555555556,0.0,1.0,0.9906666666666666,0.631439393939394,0.12769849650343962
13,300,0.2,uniform,control,0.0,7,1.0,0.7142857142857143,0.0,1.0,0.9913333333333334,0.4884615384615385,0.17474036375913243
13,300,0.2,adversarial,control,0.01,9,0.0,0.0,0.1111111111111111,0.8888888888888888,0.9895555555555557,0.3558974358974359,0.16157872772589915
13,300,0.2,ges,score,5.3367,8,1.0,0.625,0.0,1.0,0.9948888888888888,0.7517676767676768,0.1211096973787951
13,300,0.2,bootstrap_l1,stability,0.0187,9,0.6,0.3333333333333333,0.1111111111111111,0.8888888888888888,0.9915555555555556,0.7744444444444445,0.19300760038447926
13,300,0.2,iamb,constraint-local,0.0351,8,1.0,0.625,0.0,1.0,0.9960000000000001,0.6259920634920635,0.09110573645606335
13,300,0.2,pc_stable,constraint-global,0.0,7,1.0,0.7142857142857143,0.0,1.0,0.9922222222222222,0.42819402819402824,0.1506389025079466
13,300,0.2,dagma,continuous-opt,0.0187,7,1.0,0.7142857142857143,0.0,1.0,0.9944444444444447,0.5545299145299145,0.12421164995439651
13,300,0.2,gs,constraint-local,0.231,7,1.0,0.7142857142857143,0.0,1.0,0.9964444444444445,0.9,0.08321735878841226
13,300,0.2,inter_iamb,constraint-local,0.1233,7,1.0,0.7142857142857143,0.0,1.0,0.9973333333333334,0.7715873015873016,0.08207810381755773
13,300,0.4,oracle,control,0.01,4,0.6,0.75,0.0,1.0,0.963111111111111,0.329491341991342,0.30079960694527386
13,300,0.4,uniform,control,0.0,5,0.4,0.4,0.0,1.0,0.9424444444444443,0.16575396825396826,0.3879328835456948
13,300,0.4,adversarial,control,0.01,10,0.0,0.0,0.3,0.7,0.9402222222222221,0.23978354978354974,0.30269528509585203
13,300,0.4,ges,score,0.0187,4,0.4,0.5,0.0,1.0,0.9977777777777778,0.6,0.06147070109881621
13,300,0.4,bootstrap_l1,stability,0.0351,6,0.4,0.3333333333333333,0.0,1.0,0.9424444444444443,0.3339285714285714,0.26257206425352386
13,300,0.4,iamb,constraint-local,0.0187,6,0.8,0.6666666666666666,0.0,1.0,0.9931111111111111,0.5428571428571429,0.09817470098877715
13,300,0.4,pc_stable,constraint-global,0.01,6,0.4,0.3333333333333333,0.0,1.0,0.9902222222222223,0.3543650793650793,0.1628167868493554
13,300,0.4,dagma,continuous-opt,0.0658,5,0.4,0.4,0.0,1.0,0.9993333333333332,0.5258333333333333,0.047359638424217004
13,300,0.4,gs,constraint-local,0.01,5,0.6,0.6,0.0,1.0,0.9995555555555555,0.5646969696969697,0.05207850473843175
13,300,0.4,inter_iamb,constraint-local,0.0658,6,1.0,0.8333333333333334,0.0,1.0,0.9973333333333334,0.5164682539682539,0.06364932806885261
14,300,0.2,oracle,control,0.01,5,1.0,1.0,0.0,1.0,0.9968888888888889,0.4144444444444444,0.0791993919452067
14,300,0.2,uniform,control,0.0,10,0.8,0.4,0.3,0.6,0.9964444444444445,0.45938311688311695,0.08452977979516652
14,300,0.2,adversarial,control,0.0,10,0.8,0.4,0.3,0.6,0.998,0.45332167832167836,0.09580640120983328
14,300,0.2,ges,score,0.4329,8,0.8,0.5,0.25,0.75,0.9993333333333332,0.5263636363636364,0.04086334640316132
14,300,0.2,bootstrap_l1,stability,0.4329,10,0.6,0.3,0.3,0.6,0.9986666666666666,0.7119696969696971,0.051968642391066286
14,300,0.2,iamb,constraint-local,0.1233,7,1.0,0.7142857142857143,0.0,1.0,0.9993333333333332,0.6493939393939394,0.046043230653793954
14,300,0.2,pc_stable,constraint-global,0.0658,9,0.8,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.9988888888888889,0.5131351981351981,0.08403333271821321
14,300,0.2,dagma,continuous-opt,0.0187,10,0.8,0.4,0.3,0.7,0.9991111111111112,0.5916161616161616,0.06159728540550026
14,300,0.2,gs,constraint-local,0.0351,7,1.0,0.7142857142857143,0.0,1.0,0.9991111111111112,0.5856818181818182,0.04442085531313276
14,300,0.2,inter_iamb,constraint-local,0.0351,8,1.0,0.625,0.0,0.875,0.9982222222222223,0.5741666666666666,0.05292116655157107
14,300,0.4,oracle,control,0.0,6,0.4,0.3333333333333333,0.0,1.0,0.9717777777777776,0.49535714285714283,0.2740042127576157
14,300,0.4,uniform,control,0.0,6,0.4,0.3333333333333333,0.0,1.0,0.9333333333333333,0.4404365079365079,0.26893330894566425
14,300,0.4,adversarial,control,0.0,6,0.4,0.3333333333333333,0.0,1.0,0.9313333333333335,0.5278571428571428,0.2569242040388682
14,300,0.4,ges,score,0.0187,9,1.0,0.5555555555555556,0.0,1.0,0.9955555555555555,0.6011111111111112,0.08998216534286171
14,300,0.4,bootstrap_l1,stability,0.0,6,0.4,0.3333333333333333,0.0,1.0,0.9748888888888889,0.6133333333333333,0.20579376987676862
14,300,0.4,iamb,constraint-local,0.01,8,0.8,0.5,0.0,1.0,0.9944444444444445,0.6968253968253968,0.09562435209447592
14,300,0.4,pc_stable,constraint-global,0.0,6,0.4,0.3333333333333333,0.0,1.0,0.9753333333333334,0.42501082251082245,0.2232522969187723
14,300,0.4,dagma,continuous-opt,0.0187,7,0.6,0.42857142857142855,0.0,1.0,0.9868888888888889,0.6678571428571429,0.13653389099539473
14,300,0.4,gs,constraint-local,0.01,8,1.0,0.625,0.0,1.0,0.998,0.6972222222222222,0.06995331267734516
14,300,0.4,inter_iamb,constraint-local,0.0351,7,1.0,0.7142857142857143,0.0,1.0,0.9977777777777778,0.7111111111111111,0.08102668612389884
15,300,0.2,oracle,control,0.0,10,1.0,0.5,0.3,0.6,0.9935555555555556,0.647062937062937,0.10416890952125506
15,300,0.2,uniform,control,0.0,10,1.0,0.5,0.3,0.6,0.9880000000000001,0.5737121212121212,0.1831386570866784
15,300,0.2,adversarial,control,0.0187,7,0.2,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.977111111111111,0.35672161172161176,0.20406208719417113
15,300,0.2,ges,score,0.0351,7,1.0,0.7142857142857143,0.0,1.0,0.9962222222222223,0.7855952380952381,0.09430778237629167
15,300,0.2,bootstrap_l1,stability,0.01,10,1.0,0.5,0.3,0.6,0.9953333333333333,0.7218181818181819,0.10917737465901962
15,300,0.2,iamb,constraint-local,0.1233,9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.9913333333333334,0.72,0.11163824325859226
15,300,0.2,pc_stable,constraint-global,0.0,10,1.0,0.5,0.3,0.6,0.9837777777777779,0.6066083916083916,0.21026405966710274
15,300,0.2,dagma,continuous-opt,1.5199,6,1.0,0.8333333333333334,0.0,0.8333333333333334,0.9871111111111113,0.6484920634920635,0.15025063315766712
15,300,0.2,gs,constraint-local,0.231,7,1.0,0.7142857142857143,0.0,1.0,0.9953333333333335,0.9,0.08519515151088827
15,300,0.2,inter_iamb,constraint-local,0.231,8,1.0,0.625,0.0,1.0,0.9959999999999999,0.7911111111111111,0.09793770126804094
15,300,0.4,oracle,control,0.01,7,1.0,0.7142857142857143,0.0,1.0,0.9975555555555555,0.43999999999999995,0.06422029666660403
15,300,0.4,uniform,control,0.0,3,0.2,0.3333333333333333,0.0,1.0,0.9891111111111112,0.5067857142857143,0.20458885092743923
15,300,0.4,adversarial,control,0.0,3,0.2,0.3333333333333333,0.0,1.0,0.9848888888888888,0.45999999999999996,0.3630671012276576
15,300,0.4,ges,score,0.01,4,0.4,0.5,0.0,1.0,0.9995555555555555,0.40309523809523806,0.029993263352687545
15,300,0.4,bootstrap_l1,stability,0.0,3,0.2,0.3333333333333333,0.0,1.0,0.9622222222222223,0.36190476190476184,0.6966687668307626
15,300,0.4,iamb,constraint-local,0.01,6,0.8,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.9995555555555555,0.5513888888888889,0.0429561186586774
15,300,0.4,pc_stable,constraint-global,0.0,3,0.2,0.3333333333333333,0.0,1.0,0.9808888888888889,0.3083333333333333,0.3751310185768034
15,300,0.4,dagma,continuous-opt,0.01,6,0.6,0.5,0.0,1.0,1.0,0.6666666666666667,0.031660796599437366
15,300,0.4,gs,constraint-local,0.01,9,0.8,0.4444444444444444,0.0,1.0,1.0,0.48119047619047617,0.042018830029748246
15,300,0.4,inter_iamb,constraint-local,0.01,7,1.0,0.7142857142857143,0.0,1.0,0.9995555555555555,0.7285714285714284,0.03499201057337868
16,300,0.2,oracle,control,0.01,5,0.8,0.8,0.0,1.0,0.9975555555555555,0.4988492063492063,0.07109143723580835
16,300,0.2,uniform,control,0.0,5,0.8,0.8,0.0,1.0,0.9975555555555555,0.3736868686868687,0.08076849967991243
16,300,0.2,adversarial,control,0.01,6,0.0,0.0,0.5,0.5,0.9962222222222221,0.37084415584415586,0.09141638858692194
16,300,0.2,ges,score,0.0658,7,1.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.9988888888888889,0.7055555555555555,0.045159693066010184
16,300,0.2,bootstrap_l1,stability,0.0658,8,0.6,0.375,0.125,0.75,0.9971111111111111,0.7466666666666667,0.08350147496649492
16,300,0.2,iamb,constraint-local,0.0187,5,0.8,0.8,0.0,1.0,0.9988888888888889,0.7001984126984127,0.0468044230076422
16,300,0.2,pc_stable,constraint-global,0.0351,8,0.8,0.5,0.375,0.625,0.9977777777777778,0.33612276612276604,0.0737203986019576
16,300,0.2,dagma,continuous-opt,0.0351,8,0.6,0.375,0.375,0.625,0.9975555555555555,0.4131818181818182,0.07108999979426509
16,300,0.2,gs,constraint-local,0.0351,5,0.8,0.8,0.0,1.0,0.9986666666666666,0.6333333333333334,0.05132943894521645
16,300,0.2,inter_iamb,constraint-local,0.01,5,0.8,0.8,0.0,1.0,0.9982222222222223,0.5877380952380953,0.07829976997685595
16,300,0.4,oracle,control,0.01,6,0.8,0.6666666666666666,0.0,1.0,0.9988888888888889,0.6013095238095237,0.052120093751839805
16,300,0.4,uniform,control,0.0,7,0.8,0.5714285714285714,0.0,1.0,0.9973333333333333,0.5244047619047619,0.05348351064954595
16,300,0.4,adversarial,control,0.0,7,0.8,0.5714285714285714,0.0,1.0,0.9966666666666667,0.4125,0.06299664884159983
16,300,0.4,ges,score,0.0658,4,0.8,1.0,0.0,1.0,0.9986666666666666,0.75,0.03422920448907015
16,300,0.4,bootstrap_l1,stability,0.0351,6,0.8,0.6666666666666666,0.0,1.0,1.0,0.8946428571428571,0.03029718630824153
16,300,0.4,iamb,constraint-local,0.0187,4,0.8,1.0,0.0,1.0,0.9988888888888889,0.7363095238095237,0.03833965155787238
16,300,0.4,pc_stable,constraint-global,0.0,7,0.8,0.5714285714285714,0.0,1.0,0.9973333333333333,0.477020202020202,0.06824225389867784
16,300,0.4,dagma,continuous-opt,0.1233,5,0.4,0.4,0.2,0.8,0.9984444444444444,0.63,0.056474709101931045
16,300,0.4,gs,constraint-local,0.0351,4,0.8,1.0,0.0,1.0,0.9988888888888889,0.7604761904761905,0.0407789877660684
16,300,0.4,inter_iamb,constraint-local,0.01,4,0.8,1.0,0.0,1.0,0.9993333333333332,0.740952380952381,0.04205854603069965
17,300,0.2,oracle,control,0.01,7,1.0,0.7142857142857143,0.0,1.0,0.9988888888888889,0.6721717171717172,0.06442849117071699
17,300,0.2,uniform,control,0.0,8,0.6,0.375,0.125,0.75,0.9926666666666666,0.5387878787878788,0.10257055121550238
17,300,0.2,adversarial,control,0.0,8,0.6,0.375,0.125,0.75,0.9955555555555555,0.5183080808080808,0.0916768371709628
17,300,0.2,ges,score,0.8111,9,1.0,0.5555555555555556,0.0,1.0,0.9993333333333334,0.8544444444444445,0.03530235089515819
17,300,0.2,bootstrap_l1,stability,0.1233,9,0.6,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.9968888888888889,0.8066666666666666,0.08030050070077513
17,300,0.2,iamb,constraint-local,0.0658,8,1.0,0.625,0.0,1.0,0.9995555555555555,0.8,0.034048961241616396
17,300,0.2,pc_stable,constraint-global,0.8111,7,0.8,0.5714285714285714,0.0,1.0,0.9955555555555555,0.7023809523809523,0.0835267564963512
17,300,0.2,dagma,continuous-opt,0.4329,6,0.6,0.5,0.0,1.0,0.9968888888888889,0.8196428571428571,0.07891934885277284
17,300,0.2,gs,constraint-local,0.0658,8,1.0,0.625,0.0,1.0,1.0,0.8,0.031223787661623408
17,300,0.2,inter_iamb,constraint-local,0.1233,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9988888888888889,0.7159848484848486,0.04238000218605549
17,300,0.4,oracle,control,0.0,5,0.2,0.2,0.0,1.0,0.9884444444444445,0.2511507936507936,0.15542543362453376
17,300,0.4,uniform,control,0.0,5,0.2,0.2,0.0,1.0,0.9977777777777778,0.4119047619047619,0.047409080664315914
17,300,0.4,adversarial,control,0.01,4,0.0,0.0,0.0,1.0,0.9968888888888889,0.22436507936507938,0.05120703960164428
17,300,0.4,ges,score,0.0187,6,0.8,0.6666666666666666,0.0,1.0,0.9937777777777776,0.5957142857142858,0.06973721212516856
17,300,0.4,bootstrap_l1,stability,0.0,5,0.2,0.2,0.0,1.0,0.9957777777777779,0.4619047619047619,0.05693784771345126
17,300,0.4,iamb,constraint-local,0.0,5,0.2,0.2,0.0,1.0,0.9942222222222222,0.4015079365079365,0.06478836433631506
17,300,0.4,pc_stable,constraint-global,0.0658,6,0.2,0.16666666666666666,0.0,1.0,0.9915555555555555,0.3894047619047619,0.07325778171801364
17,300,0.4,dagma,continuous-opt,0.0,5,0.2,0.2,0.0,1.0,0.9877777777777779,0.2928571428571428,0.16751930788460417
17,300,0.4,gs,constraint-local,0.01,6,0.6,0.5,0.0,1.0,0.9953333333333333,0.5535714285714286,0.05778254954163259
