param,value,seed,model,sd,sc,shd,fpr,tpr,f1,f1_bin_bin,precision_bin_bin,recall_bin_bin,f1_bin_cont,precision_bin_cont,recall_bin_cont
n_mix,5,8,gaussian,0.5555555555555556,0.4248148148148148,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_mix,5,8,logistic,0.3111111111111111,0.3262962962962963,0.17777777777777778,0.0,0.42857142857142855,0.6,0.42857142857142855,0.6,0.3333333333333333,0.0,0.0,0.0
n_mix,5,9,gaussian,0.5777777777777777,0.5584391534391534,0.4222222222222222,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_mix,5,9,logistic,0.5555555555555556,0.4133068783068783,0.26666666666666666,0.0,0.125,0.2222222222222222,0.45454545454545453,0.8333333333333334,0.3125,0.0,0.0,0.0
p_mix,0.0,0,gaussian,0.6222222222222222,0.6660846560846562,0.3111111111111111,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.8,0.6666666666666666,1.0
p_mix,0.0,0,logistic,0.5777777777777777,0.600952380952381,0.28888888888888886,0.011111111111111112,0.3,0.42857142857142855,0.11764705882352941,0.25,0.07692307692307693,0.6666666666666666,0.5,1.0
p_mix,0.0,1,gaussian,0.8666666666666667,0.7957407407407406,0.4666666666666667,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.0,1,logistic,0.8444444444444444,0.7197089947089946,0.5111111111111111,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.0,2,gaussian,0.6,0.4976102292768959,0.28888888888888886,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.0,2,logistic,0.8,0.4479805996472662,0.24444444444444444,0.010416666666666666,0.25,0.3333333333333333,0.16666666666666669,0.5,0.1,0.0,0.0,0.0
p_mix,0.0,3,gaussian,0.9111111111111111,0.6905291005291005,0.4888888888888889,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.0,3,logistic,0.7555555555555555,0.6846031746031745,0.4,0.010526315789473684,0.0,0.0,0.19047619047619047,0.5,0.11764705882352941,0.0,0.0,0.0
p_mix,0.0,4,gaussian,0.5777777777777777,0.6202645502645504,0.35555555555555557,0.0,0.16666666666666666,0.2857142857142857,0.10526315789473682,0.2,0.07142857142857142,0.5,0.4,0.6666666666666666
p_mix,0.0,4,logistic,0.6222222222222222,0.6861375661375662,0.37777777777777777,0.0,0.16666666666666666,0.2857142857142857,0.0,0.0,0.0,0.5714285714285715,0.5,0.6666666666666666
p_mix,0.0,5,gaussian,0.8888888888888888,0.7989417989417988,0.5111111111111111,0.011235955056179775,0.09090909090909091,0.15384615384615385,0.0909090909090909,0.25,0.05555555555555555,0.0,0.0,0.0
p_mix,0.0,5,logistic,0.8888888888888888,0.7305820105820107,0.5333333333333333,0.02247191011235955,0.09090909090909091,0.14285714285714285,0.0,0.0,0.0,0.25,0.2,0.3333333333333333
p_mix,0.0,6,gaussian,0.7777777777777778,0.5162962962962964,0.26666666666666666,0.0,0.1111111111111111,0.2,0.14285714285714288,1.0,0.07692307692307693,0.0,0.0,0.0
p_mix,0.0,6,logistic,0.7555555555555555,0.5014814814814815,0.3333333333333333,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.0,7,gaussian,0.7777777777777778,0.6007671957671956,0.37777777777777777,0.031914893617021274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.0,7,logistic,0.6444444444444445,0.5615079365079365,0.3333333333333333,0.031914893617021274,0.16666666666666666,0.2,0.23529411764705882,0.4,0.16666666666666666,0.0,0.0,0.0
p_mix,0.0,8,gaussian,0.4222222222222222,0.412962962962963,0.2222222222222222,0.0,0.14285714285714285,0.25,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0
p_mix,0.0,8,logistic,0.4222222222222222,0.39296296296296296,0.2,0.0,0.14285714285714285,0.25,0.1818181818181818,0.5,0.1111111111111111,0.0,0.0,0.0
p_mix,0.0,9,gaussian,0.6444444444444445,0.4909788359788359,0.4222222222222222,0.021739130434782608,0.125,0.18181818181818182,0.09523809523809523,0.2,0.0625,0.0,0.0,0.0
p_mix,0.0,9,logistic,0.4666666666666667,0.5135714285714285,0.35555555555555557,0.021739130434782608,0.125,0.18181818181818182,0.2,0.5,0.125,0.0,0.0,0.0
p_mix,0.2,0,gaussian,0.5333333333333333,0.4956613756613757,0.37777777777777777,0.022222222222222223,0.3,0.4,0.09523809523809525,0.125,0.07692307692307693,0.4,0.25,1.0
p_mix,0.2,0,logistic,0.6222222222222222,0.6651851851851851,0.3333333333333333,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,1.0
p_mix,0.2,1,gaussian,0.9333333333333333,0.7797089947089948,0.4444444444444444,0.011111111111111112,0.0,0.0,0.1,0.3333333333333333,0.058823529411764705,0.0,0.0,0.0
p_mix,0.2,1,logistic,0.8,0.7260582010582011,0.3333333333333333,0.0,0.3,0.46153846153846156,0.38095238095238093,1.0,0.23529411764705882,0.0,0.0,0.0
p_mix,0.2,2,gaussian,0.5111111111111111,0.4553880070546737,0.28888888888888886,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.2,2,logistic,0.5555555555555556,0.4035361552028219,0.2,0.010416666666666666,0.25,0.3333333333333333,0.4285714285714285,0.75,0.3,0.0,0.0,0.0
p_mix,0.2,3,gaussian,0.8,0.7253439153439154,0.37777777777777777,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0
p_mix,0.2,3,logistic,0.4222222222222222,0.30867724867724866,0.3111111111111111,0.010526315789473684,0.2,0.2857142857142857,0.4,0.625,0.29411764705882354,0.2222222222222222,0.125,1.0
p_mix,0.2,4,gaussian,0.7777777777777778,0.6723280423280423,0.4,0.022727272727272728,0.16666666666666666,0.25,0.0,0.0,0.0,0.5,0.4,0.6666666666666666
p_mix,0.2,4,logistic,0.4444444444444444,0.5698941798941798,0.26666666666666666,0.0,0.5,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.6,0.42857142857142855,1.0
p_mix,0.2,5,gaussian,0.7111111111111111,0.6545502645502647,0.4888888888888889,0.033707865168539325,0.2727272727272727,0.35294117647058826,0.0,0.0,0.0,0.6,0.42857142857142855,1.0
p_mix,0.2,5,logistic,0.6444444444444445,0.5655202821869488,0.4,0.011235955056179775,0.45454545454545453,0.5882352941176471,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.0
p_mix,0.2,6,gaussian,0.8,0.588888888888889,0.3333333333333333,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.2,6,logistic,0.7333333333333333,0.4681481481481481,0.35555555555555557,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.2,7,gaussian,0.7333333333333333,0.6148412698412697,0.4,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.2,7,logistic,0.7555555555555555,0.6274338624338625,0.37777777777777777,0.02127659574468085,0.0,0.0,0.11764705882352941,0.2,0.08333333333333333,0.0,0.0,0.0
p_mix,0.2,8,gaussian,0.37777777777777777,0.3966666666666667,0.26666666666666666,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.2,8,logistic,0.37777777777777777,0.3574074074074074,0.26666666666666666,0.010752688172043012,0.14285714285714285,0.2222222222222222,0.14285714285714285,0.2,0.1111111111111111,0.0,0.0,0.0
p_mix,0.2,9,gaussian,0.6444444444444445,0.6024603174603175,0.37777777777777777,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.2,9,logistic,0.5777777777777777,0.4765343915343916,0.35555555555555557,0.021739130434782608,0.0,0.0,0.2,0.5,0.125,0.0,0.0,0.0
p_mix,0.4,0,gaussian,0.6,0.654973544973545,0.3333333333333333,0.011111111111111112,0.2,0.3076923076923077,0.0,0.0,0.0,0.6666666666666666,0.5,1.0
p_mix,0.4,0,logistic,0.7333333333333333,0.682063492063492,0.28888888888888886,0.0,0.2,0.3333333333333333,0.13333333333333336,0.5,0.07692307692307693,0.5,0.5,0.5
p_mix,0.4,1,gaussian,0.8888888888888888,0.6927248677248676,0.35555555555555557,0.0,0.2,0.3333333333333333,0.3636363636363636,0.8,0.23529411764705882,0.0,0.0,0.0
p_mix,0.4,1,logistic,0.9111111111111111,0.7423544973544973,0.4666666666666667,0.011111111111111112,0.1,0.16666666666666666,0.09523809523809523,0.25,0.058823529411764705,0.0,0.0,0.0
p_mix,0.4,2,gaussian,0.6888888888888889,0.488721340388007,0.3111111111111111,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.4,2,logistic,0.3333333333333333,0.3479805996472663,0.17777777777777778,0.010416666666666666,0.25,0.3333333333333333,0.4,0.6,0.3,0.33333333333333337,0.2,1.0
p_mix,0.4,3,gaussian,0.8222222222222222,0.6920105820105821,0.4,0.010526315789473684,0.0,0.0,0.10526315789473684,0.5,0.058823529411764705,0.0,0.0,0.0
p_mix,0.4,3,logistic,0.6,0.38089947089947085,0.37777777777777777,0.021052631578947368,0.0,0.0,0.3846153846153846,0.5555555555555556,0.29411764705882354,0.0,0.0,0.0
p_mix,0.4,4,gaussian,0.7333333333333333,0.662063492063492,0.35555555555555557,0.0,0.16666666666666666,0.2857142857142857,0.10526315789473682,0.2,0.07142857142857142,0.5,0.4,0.6666666666666666
p_mix,0.4,4,logistic,0.4,0.4714285714285714,0.26666666666666666,0.011363636363636364,0.5833333333333334,0.7,0.34782608695652173,0.4444444444444444,0.2857142857142857,0.5,0.3333333333333333,1.0
p_mix,0.4,5,gaussian,0.8666666666666667,0.7525749559082892,0.4666666666666667,0.011235955056179775,0.18181818181818182,0.2857142857142857,0.0,0.0,0.0,0.5714285714285715,0.5,0.6666666666666666
p_mix,0.4,5,logistic,0.7111111111111111,0.4574603174603174,0.4444444444444444,0.056179775280898875,0.2727272727272727,0.3157894736842105,0.27586206896551724,0.36363636363636365,0.2222222222222222,0.28571428571428575,0.18181818181818182,0.6666666666666666
p_mix,0.4,6,gaussian,0.7555555555555555,0.49037037037037035,0.28888888888888886,0.01098901098901099,0.1111111111111111,0.18181818181818182,0.13333333333333336,0.5,0.07692307692307693,0.0,0.0,0.0
p_mix,0.4,6,logistic,0.7111111111111111,0.47333333333333333,0.35555555555555557,0.02197802197802198,0.0,0.0,0.1111111111111111,0.2,0.07692307692307693,0.0,0.0,0.0
p_mix,0.4,7,gaussian,0.7111111111111111,0.6600264550264551,0.3111111111111111,0.0,0.16666666666666666,0.2857142857142857,0.0,0.0,0.0,0.5,0.5,0.5
p_mix,0.4,7,logistic,0.6888888888888889,0.5339417989417988,0.28888888888888886,0.031914893617021274,0.16666666666666666,0.2,0.3157894736842105,0.42857142857142855,0.25,0.22222222222222224,0.14285714285714285,0.5
p_mix,0.4,8,gaussian,0.4444444444444444,0.44111111111111106,0.24444444444444444,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.4,8,logistic,0.4,0.42407407407407405,0.24444444444444444,0.021505376344086023,0.14285714285714285,0.2,0.15384615384615383,0.25,0.1111111111111111,0.0,0.0,0.0
p_mix,0.4,9,gaussian,0.6888888888888889,0.5726719576719577,0.4222222222222222,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.4,9,logistic,0.5333333333333333,0.33103174603174607,0.26666666666666666,0.0,0.125,0.2222222222222222,0.45454545454545453,0.8333333333333334,0.3125,0.0,0.0,0.0
p_mix,0.6,0,gaussian,0.6222222222222222,0.6487301587301588,0.26666666666666666,0.0,0.3,0.46153846153846156,0.125,0.3333333333333333,0.07692307692307693,0.8,0.6666666666666666,1.0
p_mix,0.6,0,logistic,0.4888888888888889,0.552063492063492,0.3111111111111111,0.011111111111111112,0.4,0.5333333333333333,0.2,0.2857142857142857,0.15384615384615385,0.4444444444444445,0.2857142857142857,1.0
p_mix,0.6,1,gaussian,0.8444444444444444,0.6190388007054675,0.5333333333333333,0.022222222222222223,0.1,0.15384615384615385,0.0,0.0,0.0,0.22222222222222224,0.14285714285714285,0.5
p_mix,0.6,1,logistic,0.8222222222222222,0.6012433862433864,0.35555555555555557,0.011111111111111112,0.3,0.42857142857142855,0.4166666666666667,0.7142857142857143,0.29411764705882354,0.0,0.0,0.0
p_mix,0.6,2,gaussian,0.6444444444444445,0.5023192239858907,0.3333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.6,2,logistic,0.6,0.48535273368606696,0.3111111111111111,0.03125,0.0,0.0,0.23529411764705882,0.2857142857142857,0.2,0.0,0.0,0.0
p_mix,0.6,3,gaussian,0.8888888888888888,0.7083068783068782,0.5111111111111111,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_mix,0.6,3,logistic,0.5555555555555556,0.33645502645502645,0.3333333333333333,0.031578947368421054,0.0,0.0,0.46153846153846156,0.6666666666666666,0.35294117647058826,0.0,0.0,0.0
p_mix,0.6,4,gaussian,0.7555555555555555,0.6902116402116403,0.37777777777777777,0.0,0.08333333333333333,0.15384615384615385,0.11111111111111112,0.25,0.07142857142857142,0.28571428571428575,0.25,0.3333333333333333
