seed,arm,mu_rel,auc_source,auc_PR,auc_SD
11,causal,1.0,0.8647084966315737,0.8122806806187759,0.7737777460679858
11,causal,2.0,0.8653208330131407,0.7995998958578043,0.7545769913749365
11,causal,4.0,0.8653208330131407,0.7995998958578043,0.7545769913749365
11,causal,8.0,0.8653208330131407,0.7995998958578043,0.7545769913749365
11,causal,16.0,0.8440298163375086,0.8226313172180649,0.7780859969558599
11,causal,32.0,0.8440298163375086,0.8226313172180649,0.7780859969558599
11,causal,64.0,0.8440298163375086,0.8226313172180649,0.7780859969558599
11,cfs_iamb,,0.647022848945926,0.5592211689760668,0.6215143011161847
11,cfs_hiton_mb,,0.6474626655395886,0.5539250430523569,0.618919964485033
11,cfs_cg,,0.7126928200005124,0.5211654288068289,0.5593943429731101
